key,statute_code,law_section_code,law_section_desc,violation_type_code,violation_type,concat,count,top_level_epa_summary,top_level_usc,drilldown_epa_summary,drilldown_usc,drilldown_cfr,drilldown_fr,
FIFRA-12A-FIFRA,FIFRA,12A,"Fed. Insect, Fung & Rod Act",FIFRA,FIFRA,"FIFRA 12A Fed. Insect, Fung & Rod Act FIFRA FIFRA",191,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CAA-112[R][7]-NORPTG,CAA,112[R][7],Prevention of Accidental Release/Risk Management Plans (RMPs),NORPTG,Failure To Report Information As Required,CAA 112[R][7] Prevention of Accidental Release/Risk Management Plans (RMPs) NORPTG Failure To Report Information As Required,187,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/rmp,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,https://www.govinfo.gov/app/details/CFR-2018-title40-vol17/CFR-2018-title40-vol17-part68-subpartA,https://www.govinfo.gov/app/details/FR-1999-01-06/99-231,
CAA-211-RFG,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,RFG,Reformulated Gasoline,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels RFG Reformulated Gasoline,185,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CWA-301/402-REP,CWA,301/402,NPDES Permit Violations,REP,Violations Of Reporting Requirements,CWA 301/402 NPDES Permit Violations REP Violations Of Reporting Requirements,182,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
RCRA-3002-GFR,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,GFR,General Facility Requirements,RCRA 3002 Standards Applicable to Generators of Hazardous Waste GFR General Facility Requirements,177,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
CAA-608-STRAT,CAA,608,National Recycling & Emission Reduction Program,STRAT,Stratosperic Ozone Protection Violation,CAA 608 National Recycling & Emission Reduction Program STRAT Stratosperic Ozone Protection Violation,177,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapVI-sec7671g,,,
SDWA-1412/1414-PWSSA,SDWA,1412/1414,National Drinking Water Regulations,PWSSA,PWS Sampling & Analyzing,SDWA 1412/1414 National Drinking Water Regulations PWSSA PWS Sampling & Analyzing,174,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-311-PLAN,CWA,311,Oil and Hazardous Substance Liability,PLAN,Failure To Have Adequate SPCC Plan,CWA 311 Oil and Hazardous Substance Liability PLAN Failure To Have Adequate SPCC Plan,174,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
CWA-301/402-STORM,CWA,301/402,NPDES Permit Violations,STORM,Stormwater Overflows,CWA 301/402 NPDES Permit Violations STORM Stormwater Overflows,173,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
CWA-402-PRMTVL,CWA,402,Clean Water Act,PRMTVL,Violation Of A Permit Requirement,CWA 402 Clean Water Act PRMTVL Violation Of A Permit Requirement,172,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
CWA-405-REP,CWA,405,Sewage Sludge Disposal,REP,Violations Of Reporting Requirements,CWA 405 Sewage Sludge Disposal REP Violations Of Reporting Requirements,171,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1345,,,
EPCRA-313-NORPTG,EPCRA,313,Toxic Chemical Release Reporting (TRI),NORPTG,Failure To Report Information As Required,EPCRA 313 Toxic Chemical Release Reporting (TRI) NORPTG Failure To Report Information As Required,169,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,https://www.epa.gov/toxics-release-inventory-tri-program,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapII-sec11023,,,
CWA-301/402-SSO,CWA,301/402,NPDES Permit Violations,SSO,Sanitary Sewer Overflows,CWA 301/402 NPDES Permit Violations SSO Sanitary Sewer Overflows,167,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
FIFRA-12A2N-IMP,FIFRA,12A2N,Failure to File Reports,IMP,Imports Violation,FIFRA 12A2N Failure to File Reports IMP Imports Violation,166,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CWA-301/402-AFLOT,CWA,301/402,NPDES Permit Violations,AFLOT,Animal Feedlot,CWA 301/402 NPDES Permit Violations AFLOT Animal Feedlot,166,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
TSCA-203-ASBSCL,TSCA,203,EPA Regulations - Asbestos in Schools,ASBSCL,Asbestos-In-Schools Violation,TSCA 203 EPA Regulations - Asbestos in Schools ASBSCL Asbestos-In-Schools Violation,164,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
FIFRA-12A1E-LBLMRK,FIFRA,12A1E,Adulterated/Misbranded,LBLMRK,Labeling/Marking Requirements,FIFRA 12A1E Adulterated/Misbranded LBLMRK Labeling/Marking Requirements,163,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
SDWA-1412/1414-PWTCR,SDWA,1412/1414,National Drinking Water Regulations,PWTCR,PWS Total Coliform Rule,SDWA 1412/1414 National Drinking Water Regulations PWTCR PWS Total Coliform Rule,161,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-301A-PRMTVL,CWA,301A,Clean Water Act,PRMTVL,Violation Of A Permit Requirement,CWA 301A Clean Water Act PRMTVL Violation Of A Permit Requirement,157,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
SDWA-1414G-REP,SDWA,1414G,PWS - Violation of 1414(g) AO,REP,Violations Of Reporting Requirements,SDWA 1414G PWS - Violation of 1414(g) AO REP Violations Of Reporting Requirements,155,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-308-REP,CWA,308,"Information Request, Records, Entry",REP,Violations Of Reporting Requirements,"CWA 308 Information Request, Records, Entry REP Violations Of Reporting Requirements",154,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1318,,,
SDWA-1422/1423-UICMIN,SDWA,1422/1423,UIC Regulations Classes I - V,UICMIN,Mechanical Integrity,SDWA 1422/1423 UIC Regulations Classes I - V UICMIN Mechanical Integrity,149,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
FIFRA-12A2N-NORPTG,FIFRA,12A2N,Failure to File Reports,NORPTG,Failure To Report Information As Required,FIFRA 12A2N Failure to File Reports NORPTG Failure To Report Information As Required,148,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CWA-308-PRMTVL,CWA,308,"Information Request, Records, Entry",PRMTVL,Violation Of A Permit Requirement,"CWA 308 Information Request, Records, Entry PRMTVL Violation Of A Permit Requirement",140,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1318,,,
TSCA-16-ASB,TSCA,16,Toxic Sub Control Act,ASB,Asbestos Requirement Violation (CAA),TSCA 16 Toxic Sub Control Act ASB Asbestos Requirement Violation (CAA),139,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
SDWA-1412-SWTR,SDWA,1412,Nat'l Drinking Water Compliance Schedule - Effective Date,SWTR,Violation Of Surface Water Treatment Rule,SDWA 1412 Nat'l Drinking Water Compliance Schedule - Effective Date SWTR Violation Of Surface Water Treatment Rule,138,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-9006A-UST,RCRA,9006A,Underground Storage Tanks Compliance Order,UST,"UST Requirements, Other Than LDAR","RCRA 9006A Underground Storage Tanks Compliance Order UST UST Requirements, Other Than LDAR",138,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991e,,,
SDWA-1412/1414-AOVIOL,SDWA,1412/1414,National Drinking Water Regulations,AOVIOL,Violation Of A Previously Issued AO,SDWA 1412/1414 National Drinking Water Regulations AOVIOL Violation Of A Previously Issued AO,137,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
TSCA-402C-LEAD,TSCA,402C,Lead: RRP,LEAD,Lead Paint Rule,TSCA 402C Lead: RRP LEAD Lead Paint Rule,137,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
RCRA-9006A-LDAR,RCRA,9006A,Underground Storage Tanks Compliance Order,LDAR,UST Leak Detection And Repair,RCRA 9006A Underground Storage Tanks Compliance Order LDAR UST Leak Detection And Repair,136,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991e,,,
FIFRA-12A1E-GFR,FIFRA,12A1E,Adulterated/Misbranded,GFR,General Facility Requirements,FIFRA 12A1E Adulterated/Misbranded GFR General Facility Requirements,133,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CAA-112R-RMP-A,CAA,112R,General Duty/Accidental Release,RMP-A,Risk Management Plan - CAA,CAA 112R General Duty/Accidental Release RMP-A Risk Management Plan - CAA,132,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
CERCLA-106A-OTHER,CERCLA,106A,Imminent & Substantial Endangerment Order,OTHER,Other/Miscellaneous,CERCLA 106A Imminent & Substantial Endangerment Order OTHER Other/Miscellaneous,130,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
CAA-112-REP,CAA,112,Hazardous Air Pollutants,REP,Violations Of Reporting Requirements,CAA 112 Hazardous Air Pollutants REP Violations Of Reporting Requirements,127,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
FIFRA-12A1A-IMP,FIFRA,12A1A,Unregistered Pesticide,IMP,Imports Violation,FIFRA 12A1A Unregistered Pesticide IMP Imports Violation,123,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CAA-213-IMP,CAA,213,Non-road Engines & Vehicles,IMP,Imports Violation,CAA 213 Non-road Engines & Vehicles IMP Imports Violation,123,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7547,,,
SDWA-1423-UIC,SDWA,1423,Safe Drinking Water Act,UIC,UIC/SDWA,SDWA 1423 Safe Drinking Water Act UIC UIC/SDWA,122,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CAA-213-NRE,CAA,213,Non-road Engines & Vehicles,NRE,Non Road Engine,CAA 213 Non-road Engines & Vehicles NRE Non Road Engine,122,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7547,,,
RCRA-9003[C][3]-[4]-GFR,RCRA,9003[C][3]-[4],"UST Release Detection, Prevention, Correction",GFR,General Facility Requirements,"RCRA 9003[C][3]-[4] UST Release Detection, Prevention, Correction GFR General Facility Requirements",121,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
CERCLA-107A-OTHER,CERCLA,107A,Cost Recovery,OTHER,Other/Miscellaneous,CERCLA 107A Cost Recovery OTHER Other/Miscellaneous,119,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
CWA-301A-NOPRMT,CWA,301A,Clean Water Act,NOPRMT,"Discharge, Emission Or Activity WO Required Permit","CWA 301A Clean Water Act NOPRMT Discharge, Emission Or Activity WO Required Permit",118,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
TSCA-6-PCBS-REP,TSCA,6-PCBS,PCBS,REP,Violations Of Reporting Requirements,TSCA 6-PCBS PCBS REP Violations Of Reporting Requirements,116,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
SDWA-1414G-AOVIOL,SDWA,1414G,PWS - Violation of 1414(g) AO,AOVIOL,Violation Of A Previously Issued AO,SDWA 1414G PWS - Violation of 1414(g) AO AOVIOL Violation Of A Previously Issued AO,116,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CAA-211-DMF,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,DMF,Diesel Misfueling,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels DMF Diesel Misfueling,116,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CERCLA-103A-REP,CERCLA,103A,Notification of Hazardous Reportable Quantity Release,REP,Violations Of Reporting Requirements,CERCLA 103A Notification of Hazardous Reportable Quantity Release REP Violations Of Reporting Requirements,115,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
